ticker,up_threshold,down_threshold,accuracy,win_rate,num_trades,trade_coverage,total_return,directional_accuracy
TCS,0.6,0.4,0.5644329896907216,0.5384615384615384,13,0.03350515463917526,0.02043871269658304,0.46153846153846156
TCS,0.6,0.4,0.5463917525773195,0.5652173913043478,46,0.11855670103092783,0.16154588623049726,0.5652173913043478
TCS,0.6,0.4,0.5567010309278351,0.5714285714285714,7,0.01804123711340206,-0.00672732944983212,0.5714285714285714
