ticker,accuracy,precision,recall,f1,directional_accuracy,win_rate,total_return,num_trades,trade_coverage,best_threshold_up,best_threshold_down,xgb_accuracy,xgb_win_rate,xgb_total_return,hybrid_accuracy,hybrid_win_rate,hybrid_total_return
HDFCBANK,0.5191131498470948,0.5453730272596844,0.5680962164013011,0.553927161632276,0.5321051497522086,0.5939811822164763,0.16272117392624405,26,0.04892966360856269,0.6,0.4,0.5389908256880733,0.2261904761904762,0.26623838595065896,0.5191131498470948,0.5939811822164763,0.16272117392624405
ICICIBANK,0.4859882005899705,0.5494368510734272,0.3968998183812838,0.45725267016280063,0.4322419329001163,0.6063018450030297,0.23418417835521624,21,0.08628318584070797,0.6,0.4,0.5095870206489675,0.8346893724377168,0.8861335868227632,0.4859882005899705,0.6063018450030297,0.23418417835521624
INFY,0.5057471264367817,0.5541334500350893,0.5955193012646428,0.5730806691459307,0.5912698412698413,0.507936507936508,0.03462667913220215,12,0.036511156186612576,0.6,0.4,0.4996619337390129,0.3333333333333333,0.001891416874629274,0.5057471264367817,0.507936507936508,0.03462667913220215
RELIANCE,0.5208333333333334,0.5639525911055879,0.5181011147848217,0.5318281440418907,0.5913410419989367,0.5601741095162148,0.09931156133372539,48,0.07708333333333332,0.6,0.4,0.5201388888888888,0.4561618866941933,0.6459270846011614,0.5208333333333334,0.5601741095162148,0.09931156133372539
TCS,0.5558419243986255,0.5552451391337276,0.6506452107645097,0.5989926227727632,0.5327281414237935,0.5583691670648192,0.05841908982574939,7,0.056701030927835044,0.6,0.4,0.5343642611683849,0.19047619047619047,0.20731577738873516,0.5558419243986255,0.5583691670648192,0.05841908982574939
