ticker,up_threshold,down_threshold,accuracy,win_rate,num_trades,trade_coverage,total_return,directional_accuracy
HDFCBANK,0.6,0.4,0.48853211009174313,0.47058823529411764,17,0.0389908256880734,0.0197728136854316,0.29411764705882354
HDFCBANK,0.6,0.4,0.5665137614678899,0.6190476190476191,21,0.0481651376146789,0.12007477648156906,0.5714285714285714
HDFCBANK,0.6,0.4,0.5022935779816514,0.6923076923076923,26,0.05963302752293578,0.34831593161173147,0.7307692307692307
